actual_label,model_RF,model_LR
1,1.0,0.7414180173095031
1,0.9238570462137965,1.0
0,0.26548439719121464,0.0
1,0.9451588080169211,0.8432732789012104
1,0.8865062542315103,1.0
0,0.11335067172307065,0.20535513403859515
1,0.7754353843816697,0.7024791913917967
1,0.7358653453111813,0.5398046548322846
1,1.0,0.9448217497983445
1,0.8833868046949164,0.6113769451246763
1,0.7304299337972848,0.7329344593098022
1,0.869824516124942,0.52778958963733
0,0.0,0.4802410280175379
1,1.0,0.9578793559306229
1,0.700839635628929,0.7443147451416365
1,0.8751628148933699,0.542253191594353
0,0.30989664446147014,0.4764632688636738
0,0.20771528163074893,0.13413228913151354
1,0.8141704987729458,0.5510631286528467
1,0.8016203127284023,0.43281875775494216
1,0.7915338354669339,0.6337262762591206
0,0.06349522666087466,0.0
0,0.08257748553454436,0.08789224942589159
1,1.0,0.8839935720655888
0,0.1337195050972265,0.13242797048445804
1,0.6821305595925841,0.814024808780468
0,0.07255536047077371,0.06979976128419829
0,0.31505560210458344,0.21173043194556165
1,0.9013409949746718,1.0
0,0.23404937673483853,0.13727250595515864
1,0.7613718201635313,0.8191972987715386
1,0.8860043705259417,0.46820509905568114
1,0.7034658312574028,1.0
0,0.11105789529813381,0.11410280678992427
0,0.2954706731087618,0.3890960569831702
1,0.9311416518378597,0.7278275467633971
0,0.0027135231073795174,0.31008428570374513
0,0.021671032063713624,0.32078223689798013
0,0.16630532292201144,0.11856073888771096
1,1.0,0.9465431584371334
0,0.0,0.06338272448124208
0,0.19174994093557562,0.3400281596049577
1,0.5935935002640278,0.6797630470500244
0,0.054850350971168166,0.2629204307537708
1,0.7453357372903638,0.6668412595762331
1,0.7369237484844664,0.7589956754471873
1,0.7199306090511187,0.5565551336954819
1,0.8010810590564555,0.7945602572439829
0,0.06971166500541325,0.2079538102927255
0,0.0,0.10277236026695495
0,0.26698044187841646,0.1900949660497467
0,0.26293082507233206,0.2241208057102238
1,0.9264761465034004,0.6390557304122798
1,0.5688898255603878,0.7268234563686596
1,0.8448377228876227,0.5690006506389143
1,0.9013968283710385,1.0
1,0.6453196897340623,0.9406413588374734
0,0.15137598722731938,0.24915693901367922
0,0.13256000320344513,0.4109803269458051
1,1.0,0.39373455419692005
0,0.43867440555188597,0.0
1,0.5503465410004699,0.678127608885017
1,1.0,0.5018584541516204
1,0.6627161418270014,0.7074110055993008
1,0.9471009941491139,0.7870181953070818
1,0.9455746971295597,0.9156746097013101
1,0.650646465973729,0.5451124828304617
1,0.8739901690758649,0.821933523508813
0,0.1338699383600904,0.20259014476740186
0,0.2331495006948586,0.26255167578795524
1,0.8346008453570939,0.6564410488643521
1,0.979450922805537,0.9989643251751816
1,0.8113099314719093,0.7313684432826493
1,0.7748188895860533,1.0
1,0.9644096349585771,0.6077300423371998
1,0.8870593947287906,0.8837089211919997
1,0.9097720091481332,0.7392596734991049
0,0.05031199916121047,0.14100636499998254
0,0.0,0.31381676128415836
0,0.06484167851209477,0.1461487737458739
0,0.056876792147911706,0.0
1,0.9179298902979371,0.19868373782862475
0,0.29639760754410777,0.4290359888511288
0,0.12673045657013993,0.42144652241834524
0,0.36463785282365285,0.5397213703260704
1,1.0,0.7468449153092082
1,0.8365098374600809,0.5173257356403796
0,0.026716234268543998,0.12447490832281975
1,1.0,0.7520564127650363
1,0.7908473973457388,0.5687331196286805
1,0.8189247794646461,1.0
1,0.7490592461590148,1.0
1,0.6665314510554203,0.836090526131432
0,0.0,0.19804452559432476
1,0.8949302485335933,0.5169059438746022
0,0.03248984191550694,0.47835810130808926
0,0.6089296843495235,0.21373522595282837
1,0.6370889626081282,0.6979504082860899
1,0.6113926287527945,0.8366113359614169
1,0.8765208073420162,0.6445719247819467
0,0.3793970218450943,0.22643753116192733
0,0.15968844854148323,0.0
0,0.23583636302809113,0.3956756940654381
1,0.5234678873811935,0.7312060125955788
1,0.698373268146235,0.9585841549141222
1,0.638957640629365,0.7137954879885086
1,0.5157431225078178,0.7254840524188839
0,0.16754703510358304,0.0
0,0.0,0.3367562551432658
0,0.0,0.04234880827584353
0,0.06942093089798729,0.11244397282413887
0,0.025307124607338555,0.20018849349485662
0,0.20946127533106015,0.22182035306408418
0,0.19583702878537199,0.0
1,0.9340698118903186,0.708454944212157
0,0.26285755990690174,0.3431414393558684
0,0.3211219184042071,0.13189915378569755
0,0.14971223999864186,0.1595482842416021
0,0.19552003512250044,0.2292330891516908
1,0.8767270552878788,0.7273271221415403
0,0.17124850460865385,0.014507209570231216
0,0.09042085351243892,0.1934576977399572
0,0.10013361984903446,0.3789331706010613
1,0.6773662402505052,0.5607883294919238
1,0.8632425244864744,0.6825932598925528
0,0.13589772388722665,0.0
0,0.05052393740448527,0.36944875108826214
0,0.05066327710131109,0.18337552276918181
0,0.0,0.04696406595094463
1,0.9468262011855799,0.766607808025772
1,0.8117926504297681,0.5333519613188186
1,0.6705799970640095,0.5639708043371269
0,0.27128216244030273,0.0
0,0.06593267853084406,0.00797973723966805
0,0.0,0.4443207651199651
0,0.3031833433828699,0.06803870036913273
1,0.719435451565083,0.8339205220772663
0,0.08866513646868157,0.04946574440793411
0,0.1561770030523766,0.3367160742373795
1,0.9713883834185173,0.5653052398323632
0,0.15300559362994676,0.20706102699711618
0,0.0,0.2095132357764108
0,0.231581550616827,0.6190049605567864
0,0.07725154136074139,0.31347655183642975
0,0.4331885957294199,0.0932772774207308
0,0.14983204170031647,0.3233088134570925
0,0.0,0.5848714046873374
0,0.20360474582335109,0.0
0,0.44168966883903427,0.0483532323376292
1,1.0,0.7073584393596072
0,0.42464314331348474,0.12492411911444883
1,0.6470359721927805,0.6901037943006226
1,0.9368228593965169,0.5152381921932163
0,0.04170081903949324,0.45271208963900217
1,0.8336434099125387,0.4939304522742086
0,0.0,0.16396169426795018
0,0.05333163526759256,0.3882495065169256
0,0.048562995395457706,0.19456672571374653
0,0.2847832920213924,0.023709049957501588
0,0.2701078682504483,0.0
0,0.1915229593996231,0.15860014471499922
1,0.5974367872916921,0.6137346781469161
0,0.103254084907542,0.23694159650653604
1,0.6880825275585911,0.4977387934096477
1,0.9304513635041737,0.896346432639772
1,0.9767277279225777,0.7707989141696037
0,0.30845783790463244,0.23417055098344586
1,0.6867170870874469,1.0
1,0.38907003165657816,0.6711968102930642
1,0.5349557152804919,0.6193529949480198
0,0.36324404671233124,0.10140254689756284
1,0.7398117591020265,0.7153452174858136
1,0.6873913072602331,0.7336263189375609
0,0.3963990440154351,0.050474407411680855
0,0.339773991823249,0.0
0,0.15366730828796799,0.09903277984177314
1,0.7559895363404039,0.8147686199316402
0,0.1301848180780312,0.2245264951256286
0,0.1840744197581199,0.41591980456864885
1,1.0,1.0
0,0.213370113635584,0.33668007886252427
0,0.25890435495587116,0.44885371563348064
1,0.9753905163605257,0.8880193726073616
1,0.6245485998463371,1.0
1,0.9132292838711065,1.0
1,0.7558146868007583,0.9212097307402068
0,0.0,0.3271484263564254
1,0.4807745687021282,0.7130582090512739
1,0.6472823582721972,0.7425592894264963
0,0.22968348428888719,0.13918928035695283
0,0.16706993480104446,0.31182528996111003
0,0.1776550060763496,0.07033735327531729
0,0.4426415224030038,0.16560088223961622
0,0.0,0.0
0,0.14588499687244144,0.5101561810590517
1,0.8456653284220723,0.7103145751344627
0,0.03955903251924968,0.2820044787205839
1,0.8042490117624411,1.0
1,0.5600075998873483,0.8040528187394125
1,1.0,1.0
1,0.6977578171204349,0.526487193812754
0,0.45471002471677546,0.6315277861275863
1,0.7951288514123818,0.9456798357279779
0,0.30420803480987746,0.2376564486475954
1,0.7920045696513269,1.0
0,0.14538842516092051,0.0
0,0.06239560001669883,0.1480493218214911
1,0.8178685894049417,1.0
0,0.1976998041621071,0.0
1,0.682361223662723,0.8508823994925849
0,0.13124333762101736,0.2957917087721277
0,0.058485170091432934,0.5544606470279893
1,1.0,0.4650680244499975
1,0.7865403845132573,1.0
0,0.3817848227544839,0.09929526623319751
0,0.12065665037884675,0.11953829721586615
0,0.18889314623023618,0.0
1,0.6017953892532096,0.5541866332559535
1,0.7329391112198204,0.8226340225417061
0,0.181580200618387,0.0
0,0.38790057464398,0.3332511800575248
0,0.18329741665144067,0.0806661115454444
0,0.35755805417894987,0.0
1,0.896109366530438,0.6549943536552191
1,1.0,0.8106072945161351
0,0.14114366740424167,0.15007641285241652
1,1.0,0.7561578212999038
0,0.07719056956288155,0.3253173431304951
0,0.03503072487034965,0.39483586129105075
0,0.0,0.14418284445390245
0,0.4996537007337105,0.012040037196291486
0,0.2729171358926846,0.21369700620605292
1,0.7498818899929538,0.834716925498733
1,0.9873534045310243,0.487069444925049
0,0.25315382776766726,0.03969050653863471
1,1.0,0.6205463587266706
1,0.5678250750890134,0.7125920060303323
1,0.7601959837528618,0.6130138973471786
1,0.7306217924085762,0.877267330517442
0,0.0,0.0
1,0.9590490807169542,0.46565063450500366
1,0.7594405166294963,0.6899000139279368
1,0.9109446807479844,0.7183824952548259
0,0.5039657901494418,0.0
0,0.09701344622585875,0.09078520832343835
0,0.08682705260142672,0.12781211286456395
0,0.1677996254585994,0.1292063695360138
0,0.2980871029475114,0.22733866699207247
0,0.06499304620347751,0.08091580080375886
1,0.7053557604301804,1.0
0,0.30857839053620484,0.287876835152043
1,0.8567958985757054,0.6047195662845621
0,0.0,0.21701206880616314
1,0.6161912300796338,0.772322757349009
0,0.3751853795740815,0.4186498654096006
1,0.8602892424618219,0.6419311627950569
0,0.03567061034441264,0.3381209655897032
0,0.12443855141475267,0.20753380564084598
0,0.15198550092025054,0.4684819729607779
1,0.9103600040420246,0.9823604614750935
0,0.0,0.2354562748266681
1,0.6738576291994314,0.7027891282171091
1,0.8409433632295084,0.8411890637423021
0,0.13502481292568244,0.16751899511711013
0,0.23577887739550646,0.5024552790761003
0,0.0,0.21412461407186217
0,0.20356930144069815,0.1269843261476893
0,0.3137375429066208,0.1172692845066934
0,0.2230227820723925,0.0
1,0.8208667609642388,0.8501806430567982
0,0.13561745961510435,0.05239798352488956
0,0.024772327084274737,0.39766668539379446
1,0.7892002111340317,0.5172716902797169
1,0.9889558779320609,0.7729034608151851
0,0.1321457240099812,0.40704027652954167
0,0.016529401597738497,0.0
0,0.07616293668519206,0.5632877978825934
1,0.8301275445913896,0.6734486645043404
1,0.743972900422873,0.7753971687891852
0,0.2227954924594711,0.30286086059294187
0,0.22842656411235457,0.33070323010079966
0,0.2833474770606972,0.24929910888674278
1,1.0,0.9295292250671462
0,0.2993788086558541,0.29343272832592626
0,0.00986414037780603,0.5169586052058146
0,0.014469833013559169,0.2940189577138275
0,0.13863427853102633,0.5536343935789556
1,0.7323236964140878,0.9121941912427781
0,0.0,0.0
0,0.08374623087405086,0.6699984821098115
1,0.7288230599571441,0.6466180604741006
1,0.6992228390358192,1.0
0,0.10263157707674915,0.20482281976149894
0,0.3267676275477497,0.3909962463684643
1,0.8298857061873859,0.6260737960441571
0,0.5207713614083204,0.3126340177561258
1,0.8255762279029474,0.7044257018290071
1,0.7564901339094122,1.0
1,0.8006199323982299,0.8289602701350618
0,0.18847379676653098,0.36846967543428194
1,0.8652880935756595,0.3604661631348474
1,1.0,0.7345969176380476
0,0.0232019302533647,0.27389929431049326
1,0.9288569087266604,0.7902506831591474
1,0.8311625896421186,0.9230082984692132
1,0.5643353386144074,0.6841372358752582
0,0.2656048173142145,0.2087816789062335
0,0.34014353412058573,0.41262081759469854
1,0.6714235394333856,0.33983597937983584
0,0.14865991981620438,0.30608309029490144
1,0.5411968606988445,0.6899007313211605
1,0.6111790310473495,0.5857827375803482
1,0.9572044366425879,0.8105779603696764
0,0.08003752409888482,0.420941233425558
1,0.6336795537592941,0.9370458896671526
0,0.18441905466876446,0.17567965443680686
1,0.7216381352853465,0.9076333734769708
0,0.07937675133366959,0.35625222172025195
0,0.2608989038512355,0.18427317131122997
1,0.625739996159848,0.6252455006421226
1,0.6641952180977252,0.6356578743979807
1,0.8231119988223303,0.9008136027962648
0,0.2954114686122308,0.19241357353171568
1,0.9857240452234775,0.5616872004484942
1,0.7002407419457566,0.4467246896083576
1,0.9406065450379472,0.8997296613773483
1,0.6823786559794387,0.6515798839924398
0,0.42393140203602,0.25946979601807674
0,0.0,0.42314724327244224
1,0.9992718216187597,0.5143935941663728
1,0.7015270839771914,0.741875271507688
0,0.45198696821919004,0.16927505368060347
0,0.23869810932787264,0.26835371761303295
1,0.6475975205887667,0.9730487997156783
1,0.721664228068624,0.5106986733607666
0,0.26717718078356123,0.30256363076703807
1,0.9578966626423342,0.9356742794988663
1,0.7893926612413307,0.7164521284877792
0,0.15669874214451995,0.17525954127923776
0,0.2637529548966098,0.275320886417286
1,0.819769764051623,0.8120670740201619
0,0.0,0.30482346932608206
0,0.028053896303972897,0.301030494752219
0,0.18526799147274975,0.023244984989182815
1,0.982322362474654,0.9282479695868899
0,0.3923973636243071,0.4100209691942429
0,0.2669294131157175,0.2334949208642537
0,0.19309361415545456,0.0
1,0.9123220828973715,0.7293457729199837
1,0.6999873724689717,0.7849930578493023
0,0.12701535596126787,0.0
0,0.0263803917990785,0.1351751485561376
0,0.0,0.0
1,0.8500323517454308,0.85931260049756
1,0.8278269959877116,0.7798719566823693
0,0.2531478726763519,0.0
0,0.23191677463386706,0.2632636750847565
1,0.8363966406985793,0.7398283894697476
1,0.8834924998516331,0.842954570895793
0,0.1435975355658785,0.129524161924023
0,0.21193370928336008,0.05573370786625567
1,0.6910783395970461,0.6112479672375948
1,0.8554558888458695,0.6531293610212872
1,0.9002626527929014,0.7533885173845886
0,0.04954778578916953,0.2266325237764626
0,0.157774814848927,0.16567042199454152
1,0.7064596235555961,0.6738024811806266
1,0.7210239955225828,0.6867474117590133
1,0.6312605967346768,1.0
0,0.33986623877498334,0.06126947273032243
1,0.9598527762080071,0.6495650384616853
0,0.23061507813410057,0.7928937395062667
0,0.4458293927915721,0.2757823944428995
1,0.7716131455147412,0.5016034801373348
1,1.0,0.9016836967159074
