0.243774,-0.831987,0.000000
0.600361,0.752452,0.000000
-1.560828,-1.041744,0.000000
0.102272,-0.252994,0.000000
-0.013441,-0.682435,0.000000
0.703518,0.622234,0.000000
0.052825,0.901793,0.000000
0.374007,-0.687434,0.000000
0.295001,-0.767106,0.000000
0.702760,-0.039941,0.000000
-0.147890,-0.544744,0.000000
0.978033,-0.123624,0.000000
-0.342662,-0.281707,0.000000
0.425847,0.292355,0.000000
0.330186,0.344657,0.000000
1.713318,-0.325132,0.000000
-0.409794,-0.651018,0.000000
0.492784,0.903178,0.000000
-0.091158,-0.672125,0.000000
-0.659585,0.520474,0.000000
0.594603,0.434523,0.000000
-0.532408,0.185729,0.000000
0.093349,0.174951,0.000000
0.697143,0.178876,0.000000
0.543131,0.054063,0.000000
0.231296,0.505031,0.000000
-1.165725,-0.255737,0.000000
-0.376298,-0.511102,0.000000
-0.220114,1.195953,0.000000
-0.692665,0.774623,0.000000
-1.346296,-0.267908,0.000000
0.130202,0.468978,0.000000
0.568981,0.634678,0.000000
-0.278980,-0.369881,0.000000
0.686381,-0.153043,0.000000
-1.020549,-0.906630,0.000000
-0.735562,0.397729,0.000000
0.113941,0.552388,0.000000
-0.341802,0.126832,0.000000
0.500472,-0.247477,0.000000
0.365420,-0.529541,0.000000
-0.290443,-0.305390,0.000000
-0.956672,0.389578,0.000000
-0.375522,0.009995,0.000000
0.384597,0.357225,0.000000
0.532308,-0.078788,0.000000
-0.338639,-0.063775,0.000000
-1.349868,-1.157690,0.000000
-1.058160,-0.797797,0.000000
0.319819,-0.724383,0.000000
-0.302530,1.039383,0.000000
-0.285011,0.590012,0.000000
-0.746894,-0.164350,0.000000
-0.760018,-0.271226,0.000000
0.672247,-1.381856,0.000000
0.347539,0.190188,0.000000
-0.475320,-1.156846,0.000000
0.057704,-0.423594,0.000000
0.186141,0.017482,0.000000
1.281423,-0.191485,0.000000
-0.818798,0.143421,0.000000
0.175997,1.087350,0.000000
0.668089,0.285497,0.000000
1.170642,-0.951010,0.000000
-0.511801,-0.741261,0.000000
-0.311848,-1.101349,0.000000
0.508121,-0.177778,0.000000
-1.176645,-0.812463,0.000000
0.250811,0.670501,0.000000
1.597385,2.331090,0.000000
0.331528,-0.791630,0.000000
-1.705637,0.214169,0.000000
-0.650353,-0.332286,0.000000
-0.489677,-0.112633,0.000000
0.852784,0.125639,0.000000
-0.126908,-0.828523,0.000000
-1.339746,-0.389046,0.000000
-0.043026,1.414344,0.000000
0.104220,0.786192,0.000000
-0.399436,-0.947955,0.000000
-0.772093,-0.580181,0.000000
1.702776,-0.657109,0.000000
0.670791,-0.722342,0.000000
0.745258,0.307961,0.000000
-0.125310,-0.032610,0.000000
-0.523830,0.356858,0.000000
-0.363987,-0.980485,0.000000
-1.022350,0.138070,0.000000
1.263273,0.127993,0.000000
-0.094911,0.228661,0.000000
1.044801,0.175506,0.000000
-0.328742,0.885031,0.000000
0.343005,1.228605,0.000000
0.146588,-0.979575,0.000000
-1.094527,1.320742,0.000000
1.378933,-0.143615,0.000000
-0.306550,1.169155,0.000000
-0.885637,-0.715782,0.000000
0.514661,-0.315684,0.000000
-0.004097,-0.130754,0.000000
3.270060,4.125985,1.000000
3.072468,3.515151,1.000000
1.359862,2.961025,1.000000
2.325416,2.024950,1.000000
2.297478,2.732701,1.000000
3.732722,1.938886,1.000000
3.024505,2.612664,1.000000
2.737862,3.802206,1.000000
3.430492,4.069918,1.000000
2.876395,2.443246,1.000000
2.820913,3.193997,1.000000
3.141259,2.132490,1.000000
3.072392,3.182583,1.000000
5.013979,4.501476,1.000000
2.317405,2.770093,1.000000
1.829246,2.527434,1.000000
3.252484,3.964683,1.000000
2.416733,2.476683,1.000000
1.282169,2.869867,1.000000
2.150068,2.576448,1.000000
2.298511,2.924590,1.000000
1.593817,1.826364,1.000000
4.703398,1.970062,1.000000
2.122572,4.469531,1.000000
5.324054,2.062747,1.000000
2.705401,3.273244,1.000000
4.382958,2.210514,1.000000
2.803778,3.621870,1.000000
3.347813,2.699075,1.000000
2.892942,1.900083,1.000000
2.809461,2.786890,1.000000
3.185736,2.555738,1.000000
3.377231,3.810173,1.000000
3.124343,3.281405,1.000000
3.042524,3.000068,1.000000
2.422754,3.253195,1.000000
2.922171,4.674535,1.000000
4.258684,3.308677,1.000000
2.389554,2.110071,1.000000
3.952914,3.210199,1.000000
3.384115,1.604331,1.000000
3.741951,3.363536,1.000000
2.111655,2.622780,1.000000
3.210974,3.041973,1.000000
2.766263,2.917209,1.000000
2.798418,3.122050,1.000000
4.177194,0.946673,1.000000
2.810520,3.141210,1.000000
3.236795,2.702468,1.000000
1.594623,3.262396,1.000000
4.381880,1.772911,1.000000
3.691062,2.737180,1.000000
2.950941,2.157681,1.000000
2.732435,4.040036,1.000000
3.466124,4.385849,1.000000
3.941930,3.351269,1.000000
4.395148,3.351195,1.000000
3.662391,2.762743,1.000000
3.053237,2.442061,1.000000
3.791667,2.057357,1.000000
3.625880,2.847479,1.000000
3.936998,3.600695,1.000000
4.456517,3.584620,1.000000
1.742368,2.946437,1.000000
2.062394,2.585376,1.000000
4.208983,3.510027,1.000000
2.440856,2.189026,1.000000
3.026226,2.026752,1.000000
2.463088,3.249608,1.000000
3.924250,3.487009,1.000000
1.166968,3.243493,1.000000
3.057627,3.331112,1.000000
4.292968,1.349409,1.000000
2.527117,3.472725,1.000000
1.734724,4.180759,1.000000
3.294685,3.677267,1.000000
2.543245,3.651011,1.000000
3.854777,3.186302,1.000000
3.187521,3.216275,1.000000
2.309324,2.881977,1.000000
2.877982,3.306715,1.000000
3.799859,2.153171,1.000000
2.899993,4.185164,1.000000
2.405129,2.342200,1.000000
3.161845,3.675508,1.000000
3.009141,4.063168,1.000000
3.685435,3.673456,1.000000
